0		4254
0.409		19
0.818		20
1.227		13
1.636		13
2.045		10
2.454		10
2.863		2
3.272		6
3.681		4
4.09		13
4.499		13
4.908		5
5.317		11
5.726		12
6.135		5
6.544		11
6.953		8
7.362		3
7.771		4
8.18		3
8.589		8
8.998		8
9.407		3
9.816		5
10.225		13
10.634		21
11.043		17
11.452		10
11.861		4
12.27		3
12.679		17
13.088		5
13.497		9
13.906		11
14.315		12
14.724		12
15.133		7
15.542		19
15.951		23
16.36		23
16.769		14
17.178		3
17.587		2
17.996		3
18.405		2
18.814		0
19.223		1
19.632		3
20.041		6
20.45		6
20.859		6
21.268		4
21.677		3
22.086		2
22.495		1
22.904		0
23.313		3
23.722		0
24.131		1
24.54		1
24.949		0
25.358		7
25.767		14
26.176		13
26.585		7
26.994		2
27.403		5
27.812		9
28.221		9
28.63		6
29.039		5
29.448		8
29.857		3
30.266		10
30.675		19
31.084		23
31.493		19
31.902		10
32.311		12
32.72		21
33.129		26
33.538		16
33.947		10
34.356		3
34.765		14
35.174		2
35.583		3
35.992		5
36.401		13
36.81		21
37.219		13
37.628		0
38.037		3
38.446		7
38.855		13
39.264		13
39.673		2
40.082		5
40.491		1
40.9		3
41.309		9
41.718		14
42.127		2
42.536		0
42.945		10
43.354		5
43.763		13
44.172		9
44.581		26
44.99		21
45.399		12
45.808		29
46.217		57
46.626		43
47.035		5
47.444		12
47.853		13
48.262		20
48.671		10
49.08		17
49.489		6
49.898		8
50.307		40
50.716		42
51.125		54
51.534		62
51.943		16
52.352		47
52.761		16
53.17		11
53.579		12
53.988		8
54.397		1
54.806		0
55.215		2
55.624		8
56.033		14
56.442		13
56.851		12
57.26		0
57.669		5
58.078		22
58.487		25
58.896		13
59.305		22
59.714		86
60.123		255
60.532		48
60.941		19
61.35		8
61.759		5
62.168		14
62.577		12
62.986		11
63.395		2
63.804		14
64.213		21
64.622		7
65.031		6
65.44		16
65.849		18
66.258		18
66.667		6
67.076		10
67.485		9
67.894		0
68.303		0
68.712		1
69.121		4
69.53		2
69.939		0
70.348		4
70.757		2
71.166		6
71.575		10
71.984		5
72.393		1
72.802		3
73.211		1
73.62		2
74.029		0
74.438		1
74.847		1
75.256		4
75.665		4
76.074		0
76.483		1
76.892		5
77.301		3
77.71		2
78.119		10
78.528		11
78.937		13
79.346		13
79.755		2
80.164		9
80.573		19
80.982		8
81.391		3
81.8		5
82.209		12
82.618		14
83.027		8
83.436		4
83.845		0
84.254		3
84.663		13
85.072		4
85.481		15
85.89		13
86.299		8
86.708		4
87.117		12
87.526		9
87.935		6
88.344		6
88.753		5
89.162		12
89.571		29
89.98		47
90.389		48
90.798		29
91.207		8
91.616		9
92.025		16
92.434		19
92.843		14
93.252		8
93.661		16
94.07		32
94.479		35
94.888		40
95.297		55
95.706		57
96.115		73
96.524		103
96.933		102
97.342		236
97.751		487
98.16		369
98.569		424
98.978		262
99.387		90
99.796		14
100.205		6
100.614		24
101.023		49
101.432		53
101.841		42
102.25		39
102.659		29
103.068		28
103.477		23
103.886		23
104.295		32
104.704		30
105.113		23
105.522		27
105.931		19
106.34		7
106.749		12
107.158		9
107.567		13
107.976		10
108.385		13
108.794		12
109.203		8
109.612		8
110.021		6
110.43		13
110.839		23
111.248		9
111.657		1
112.066		3
112.475		0
112.884		15
113.293		15
113.702		4
114.111		4
114.52		16
114.929		25
115.338		24
115.747		12
116.156		9
116.565		3
116.974		0
117.383		5
117.792		1
118.201		2
118.61		8
119.019		22
119.428		22
119.837		1
120.246		8
120.655		4
121.064		7
121.473		13
121.882		17
122.291		13
122.7		8
123.109		5
123.518		3
123.927		6
124.336		2
124.745		1
125.154		2
125.563		9
125.972		8
126.381		0
126.79		0
127.199		4
127.608		18
128.017		6
128.426		4
128.835		7
129.244		1
129.653		6
130.062		12
130.471		8
130.88		1
131.289		4
131.698		12
132.107		6
132.516		2
132.925		6
133.334		12
133.743		10
134.152		5
134.561		7
134.97		3
135.379		5
135.788		4
136.197		9
136.606		16
137.015		17
137.424		20
137.833		19
138.242		1
138.651		14
139.06		14
139.469		4
139.878		11
140.287		12
140.696		10
141.105		12
141.514		15
141.923		2
142.332		5
142.741		6
143.15		31
143.559		22
143.968		4
144.377		15
144.786		14
145.195		83
145.604		113
146.013		16
146.422		55
146.831		8
147.24		9
147.649		15
148.058		17
148.467		15
148.876		15
149.285		29
149.694		52
150.103		25
150.512		28
150.921		0
151.33		7
151.739		17
152.148		7
152.557		0
152.966		10
153.375		3
153.784		6
154.193		7
154.602		0
155.011		0
155.42		6
155.829		11
156.238		25
156.647		20
157.056		11
157.465		0
157.874		4
158.283		3
158.692		4
159.101		0
159.51		16
159.919		24
160.328		19
160.737		15
161.146		18
161.555		15
161.964		0
162.373		13
162.782		5
163.191		4
163.6		12
164.009		12
164.418		6
164.827		1
165.236		0
165.645		1
166.054		11
166.463		20
166.872		20
167.281		18
167.69		17
168.099		16
168.508		9
168.917		3
169.326		3
169.735		8
170.144		6
170.553		2
170.962		2
171.371		11
171.78		12
172.189		5
172.598		0
173.007		2
173.416		3
173.825		2
174.234		1
174.643		8
175.052		8
175.461		5
175.87		10
176.279		4
176.688		1
177.097		1
177.506		0
177.915		4
178.324		13
178.733		9
179.142		2
179.551		5
179.96		6
180.369		4
180.778		8
181.187		5
181.596		1
182.005		6
182.414		14
182.823		20
183.232		8
183.641		4
184.05		12
184.459		17
184.868		11
185.277		15
185.686		15
186.095		9
186.504		0
186.913		7
187.322		5
187.731		3
188.14		14
188.549		54
188.958		61
189.367		25
189.776		82
190.185		8
190.594		56
191.003		41
191.412		11
191.821		19
192.23		13
192.639		7
193.048		0
193.457		13
193.866		7
194.275		8
194.684		30
195.093		8
195.502		26
195.911		43
196.32		71
196.729		98
197.138		46
197.547		10
197.956		34
198.365		27
198.774		15
199.183		10
199.592		12
200.001		22
200.41		38
200.819		38
201.228		23
201.637		8
202.046		7
202.455		4
202.864		5
203.273		3
203.682		4
204.091		17
204.5		31
204.909		33
205.318		10
205.727		1
206.136		3
206.545		8
206.954		0
207.363		10
207.772		5
208.181		5
208.59		2
208.999		7
209.408		10
209.817		15
210.226		14
210.635		5
211.044		9
211.453		6
211.862		7
212.271		3
212.68		1
213.089		3
213.498		16
213.907		23
